"dataset_id","dataset","id","x","y","point_order"
"manual_301038","manual","301038",-0.60324292,1.5,235
"manual_301038","manual","301038",-0.565299504,1.5,236
"manual_301038","manual","301038",-0.527356087,1.5,237
"manual_301038","manual","301038",-0.48941267,1.5,238
"manual_301038","manual","301038",-0.451469253,1.5,239
"manual_301038","manual","301038",-0.413525837,1.5,240
"manual_301038","manual","301038",-0.37558242,1.5,241
"manual_301038","manual","301038",-0.337639003,1.5,242
"manual_301038","manual","301038",-0.299695586,1.5,243
"manual_301038","manual","301038",-0.26175217,1.5,244
"manual_301038","manual","301038",-0.223808753,1.5,245
"manual_301038","manual","301038",-0.185865336,1.5,246
"manual_301038","manual","301038",-0.147921919,1.5,247
"manual_301038","manual","301038",-0.109978503,1.5,248
"manual_301038","manual","301038",-0.072035086,1.5,249
"manual_301038","manual","301038",-0.034091669,1.5,250
