id,url,accession_number,region_general_made,region_specific_made,technique,shape,attribution,painter_group,painter_subgroup,earliest_date,latest_date,date_range,authority,height_cm,provenance,comments
1012734,http://www.beazley.ox.ac.uk/record/ce78a878-c77c-455d-a64d-777ac44dcc95,"Copenhagen, National Museum 3240 ",italy_south,campania,black_painted,hydria,NA,NA,NA,-350,-300,50,Morel 4911,NA,NA,NA
1012745,http://www.beazley.ox.ac.uk/record/90247FEE-B90E-4BC3-A774-8191BECBE1B5,"Copenhagen, National Museum CHRVIII42  Copenhagen, National Museum B327",italy_south,NA,black_painted_gnathian,pelike,NA,NA,NA,-360,-270,90,NA,NA,"italy, bari",NA
1012746,http://www.beazley.ox.ac.uk/record/1988FE19-96D1-4FC1-8BCF-9B99AF83D2EE,"Copenhagen, National Museum CHRVIII38  Copenhagen, National Museum B305",italy_south,NA,black_painted_gnathian,pelike,NA,NA,NA,-360,-270,90,NA,NA,"italy, bari",NA
1012747,http://www.beazley.ox.ac.uk/record/B8714978-2624-4354-8F30-87554FDA29D0,"Copenhagen, National Museum CHRVIII86  Copenhagen, National Museum B306",italy_south,NA,black_painted_gnathian,pelike,NA,NA,NA,-360,-270,90,NA,NA,"italy, bari",NA
1012748,http://www.beazley.ox.ac.uk/record/6B8A5DD8-F6F6-497D-955C-78706E32DFCB,"Copenhagen, National Museum CHRVIII90  Copenhagen, National Museum B307",italy_south,NA,black_painted_gnathian,pelike,NA,NA,NA,-360,-270,90,NA,NA,"italy, bari",NA
1012749,http://www.beazley.ox.ac.uk/record/0EF9F987-0B07-4962-950C-37113DF732A0,"Copenhagen, National Museum CHRVIII115  Copenhagen, National Museum B309",italy_south,NA,black_painted_gnathian,pelike,NA,NA,NA,-360,-270,90,NA,NA,"italy, bari",NA
1012750,http://www.beazley.ox.ac.uk/record/4BA9807D-03AE-47B0-BB9D-66C21A856B15,"Copenhagen, National Museum CHRVIII63  Copenhagen, National Museum B308",italy_south,NA,black_painted_gnathian,pelike,NA,NA,NA,-360,-270,90,NA,NA,"italy, bari",NA
1012752,http://www.beazley.ox.ac.uk/record/DAF0E0FF-CD60-4A00-9383-438BAF9DA948,"Copenhagen, National Museum CHRVIII57  Copenhagen, National Museum B310",italy_south,NA,black_painted_gnathian,pelike,NA,NA,NA,-360,-270,90,NA,NA,"italy, bari",NA
1012834,http://www.beazley.ox.ac.uk/record/4A93EF7B-CFA0-4EF1-B343-66F1713167A0,"Bucharest, MIRSR 03215 ",greece_central,athens,geometric,amphora_neck,NA,NA,NA,-900,-700,200,BAPD,NA,NA,NA
1012903,http://www.beazley.ox.ac.uk/record/51862C39-397A-417E-A410-48A7CFE89384,"Bucharest, MIRSR 03359 ",italy_south,apulia,red-figure,pelike,NA,NA,NA,-420,-300,120,NA,NA,NA,NA
1012912,http://www.beazley.ox.ac.uk/record/640220bf-2602-44c3-b8c0-1077d2a1b6ba,"Bucharest, MIRSR 03360 ",italy_south,campania,red-figure,hydria,NA,NA,NA,-360,-300,60,NA,NA,NA,NA
1012913,http://www.beazley.ox.ac.uk/record/660adc4b-faed-47ae-9a92-391a2c4a8720,"Bucharest, MIRSR 0429 ",italy_south,campania,red-figure,amphora_bail,NA,NA,NA,-360,-300,60,NA,NA,NA,NA
1012927,http://www.beazley.ox.ac.uk/record/8B44CEE6-0C1D-47E9-B87E-E00E3C512C72,"Copenhagen, Thorvaldsen Museum H518 ",greece_central,athens,black-figure,amphora_b,NA,NA,NA,NA,NA,NA,BAPD,,NA,NA
1012932,http://www.beazley.ox.ac.uk/record/125DA2CD-2AB8-425A-A6D2-3E1A2F9A805D,"Copenhagen, Thorvaldsen Museum H511 ",greece_central,athens,black-figure,amphora_neck,NA,NA,NA,NA,NA,NA,BAPD,,NA,NA
1012933,http://www.beazley.ox.ac.uk/record/F6D1345B-8F74-4C52-9BBA-010F001E3B4B,"Copenhagen, Thorvaldsen Museum H512  Copenhagen, Thorvaldsen Museum 12",greece_central,athens,black-figure,amphora_neck,red-line p,NA,NA,NA,NA,NA,BAPD,,NA,NA
1013068,http://www.beazley.ox.ac.uk/record/5E812029-5C7C-4159-AC55-0D221213A40C,"Copenhagen, National Museum 7029",greece_central,athens,geometric,amphora_neck,NA,NA,NA,-900,-700,200,BAPD,NA,NA,NA
1013078,http://www.beazley.ox.ac.uk/record/4F2E5790-BAAF-452A-9441-927D6B985CA0,NA,greece_east,ionia_south_miletus,fikellura,amphora_neck,Fikellura MileA IIb/IIc,Group Q,large vessels with diagonal decoration,-530,-494,36,"date by Alexandra v. Miller based on Cook 1933/1934, 35 f.; Wascheck 2008, 56; Panteleon 2013, 279; cf. Kerschner - Schlotzhauer 2005, 8",32.5,NA,probably later in this series: MileA IIc
1013084,http://www.beazley.ox.ac.uk/record/B4CA882B-9FE9-42F7-9AD2-D8486BAD50F9,NA,greece_east,ionia_south_miletus,fikellura,amphora_neck,Fikellura MileA IIc,Group O,Volute Free Zone,-510,-480,30,"date by Alexandra v. Miller based on Cook 1933/1934, 29 f.; Wascheck 2008, 55; Panteleon 2013, 279; cf. Kerschner - Schlotzhauer 2005, 8",32,NA,NA
1013085,http://www.beazley.ox.ac.uk/record/D14A5CAD-8274-43BF-B6CD-7E8A96B9B7F7,NA,greece_east,ionia_south_miletus,fikellura,amphora_neck,Fikellura MileA IIc,Group L,Running Man Painter,-530,-494,36,"date by Alexandra v. Miller based on Cook 1933/1934, 20-24; Wascheck 2008, 55 f.; Panteleon 2013, 279; cf. Kerschner - Schlotzhauer 2005, 8",29.4,"Fikellura is no black-figure style, which is defined by using insicions for details. Fikellura combines the silhouette technique with reservation for inner details, which derives from the old Wild Goat Style tradition",NA
1013086,http://www.beazley.ox.ac.uk/record/57C06282-1884-480A-81BC-E768B634A0EE,NA,greece_east,ionia_south_miletus,fikellura,amphora_neck,Fikellura MileA IIc,Group M,Würzburg Group,-530,-494,36,"date by Alexandra v. Miller based on Cook 1933/1934, 24-26; Wascheck 2008, 55 f; Panteleon 2013, 279; cf. Kerschner - Schlotzhauer 2005, 8",30.2,NA,NA
1013105,http://www.beazley.ox.ac.uk/record/4C776486-D0E1-4795-B589-190D67610589,"Copenhagen, National Museum CHRVIII942  Copenhagen, National Museum B10",greece_central,corinth,black-figure,amphoriskos,NA,NA,NA,-590,-570,20,date by Emilio Rodruigez-Alvarez,NA,NA,NA
1013157,http://www.beazley.ox.ac.uk/record/6B32D8BB-069D-46CB-8290-553A28D3E171,"Copenhagen, National Museum CHRVIII317  Copenhagen, National Museum B66",greece_central,corinth,black-figure,amphora,NA,NA,NA,-570,-500,70,date by Emilio Rodruigez-Alvarez,NA,aegina,NA
1013182,http://www.beazley.ox.ac.uk/record/5CACAB63-78CC-43C6-A2C6-96773470E3B1,"Copenhagen, National Museum 3 ",greece_central,athens,black-figure,amphora_neck,NA,NA,NA,-525,-475,50,BAPD,NA,NA,NA
1013200,http://www.beazley.ox.ac.uk/record/B3861D1F-FE64-479F-A379-DB46A6878E4E,"Bucharest, Severano 18809 ",greece_central,corinth,black-figure,amphoriskos,NA,NA,NA,-570,-500,70,date by Emilio Rodruigez-Alvarez,NA,NA,NA
1013265,http://www.beazley.ox.ac.uk/record/22D963F8-7B51-4EDA-A027-699FE4D82A93,NA,greece_east,ionia_south_miletus,fikellura,amphora_neck,Fikellura MileA IIc,Group L,Running Man Painter,-530,-494,36,"date by Alexandra v. Miller based on Cook 1933/1934, 20-24; Wascheck 2008, 55 f.; Panteleon 2013, 279; cf. Kerschner - Schlotzhauer 2005, 8",33,NA,NA
1013289,http://www.beazley.ox.ac.uk/record/407BF201-AD12-4767-88F6-59DAB7A715AB,"Hague, Scheurleer 1328 ",greece_central,corinth,NA,amphoriskos,NA,NA,NA,-590,-570,20,date by Emilio Rodruigez-Alvarez,NA,NA,NA
1013327,http://www.beazley.ox.ac.uk/record/16C883ED-6EBA-49C9-93B1-55A5ED88E108,"Amsterdam, Allard Pierson Museum 1346  Hague, Scheurleer 1346",italy_central,caere,black-figure,hydria,careretan-hydria group,NA,NA,-530,-500,30,Cook EGP,NA,east-greek immigrant,NA
1013338,http://www.beazley.ox.ac.uk/record/3C1B466B-0C5A-43A2-AFB4-0D08485F0C3B,"Hague, Scheurleer 3491 ",greece_central,athens,geometric,amphora_neck,NA,NA,NA,-900,-700,200,BAPD,NA,NA,NA
1013354,http://www.beazley.ox.ac.uk/record/72A1D314-C7C9-48F2-A3F5-AE9AEECE93F9,"Hague, Scheurleer 1819 ",greece_central,athens,black_painted,amphora_belly,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1013413,http://www.beazley.ox.ac.uk/record/9CDCF177-086C-4788-A49C-7965DACC838C,NA,greece_east,ionia_north,fine banded ware,amphora_neck,North Ionian banded ware,NA,NA,-550,-500,50,"date by Alexandra v. Miller based on Cook - Dupont 1998, 132-134 (R. M. Cook)",26,NA,NA
1013423,http://www.beazley.ox.ac.uk/record/A9CDC3FF-1580-4E77-B503-D44B99562285,"Hague, Scheurleer 3534 ",greece_central,corinth,black-figure,amphoriskos,NA,NA,NA,-590,-570,20,date by Emilio Rodruigez-Alvarez,NA,NA,NA
1013501,http://www.beazley.ox.ac.uk/record/7C1B79AA-255C-4155-A170-7E46F810610A,"Hague, Scheurleer 3477 ",italy_south,apulia,red-figure,amphora,NA,NA,NA,-420,-300,120,NA,NA,NA,NA
1013502,http://www.beazley.ox.ac.uk/record/325B882F-FC8B-4826-9E83-1FADD155C3EE,"Hague, Scheurleer 3478 ",italy_south,apulia,red-figure,amphora,NA,NA,NA,-420,-300,120,NA,NA,NA,NA
1013567,http://www.beazley.ox.ac.uk/record/91AB1532-A7D5-40D6-A29A-DFEB28298646,"Budapest, Hungarian Museum of Fine Arts 51.92",italy_central,etruria,black-figure,amphora,NA,NA,NA,NA,NA,NA,,NA,NA,NA
1013568,http://www.beazley.ox.ac.uk/record/A8B4296C-83F5-404B-ACF8-8F0992304E1B,"Budapest, Hungarian Museum of Fine Arts T764 ",italy_central,etruria,black-figure,amphora_neck,NA,NA,NA,NA,NA,NA,,NA,NA,NA
1013572,http://www.beazley.ox.ac.uk/record/A8CAD59C-44D8-4B7F-8DB2-2691F42ADA5B,"Budapest, Hungarian Museum of Fine Arts 50.908 ",italy_central,etruria,black-figure,amphora_neck,NA,NA,NA,NA,NA,NA,,NA,NA,NA
1013573,http://www.beazley.ox.ac.uk/record/543BC831-9127-42F9-BF5A-1B07EFD3C4FC,"Budapest, Hungarian Museum of Fine Arts 51.26 ",italy_central,etruria,black-figure,amphora_neck,NA,NA,NA,NA,NA,NA,,NA,NA,NA
1013578,http://www.beazley.ox.ac.uk/record/b9488665-e34b-4364-9379-2780586061e7,"Budapest, Hungarian Museum of Fine Arts 51.34 ",italy_south,campania,red-figure,amphora_neck,NA,NA,NA,-360,-300,60,NA,NA,NA,NA
1013579,http://www.beazley.ox.ac.uk/record/1c2ab144-b2a9-44c5-b0d4-c0b47217a25a,"Budapest, Hungarian Museum of Fine Arts 51.37 ",italy_south,campania,red-figure,amphora_neck,NA,NA,NA,-360,-300,60,NA,NA,NA,NA
1013580,http://www.beazley.ox.ac.uk/record/9bce62a7-2513-4505-8feb-e7a7cbc7a58b,"Budapest, Hungarian Museum of Fine Arts 51.38 ",italy_south,campania,red-figure,amphora_neck,NA,NA,NA,-360,-300,60,NA,NA,NA,NA
1013581,http://www.beazley.ox.ac.uk/record/7169e1b3-dadf-4964-a162-88a4bc7ecb60,"Budapest, Hungarian Museum of Fine Arts T660 ",italy_south,campania,red-figure,amphora_bail,NA,NA,NA,-360,-300,60,NA,NA,NA,NA
1013582,http://www.beazley.ox.ac.uk/record/2c778d0e-5364-418c-ba43-ea614cdc067f,"Budapest, Hungarian Museum of Fine Arts 50.250 ",italy_south,campania,red-figure,amphora_bail,NA,NA,NA,-360,-300,60,NA,NA,NA,NA
1013592,http://www.beazley.ox.ac.uk/record/dc22a58b-e14a-422f-87ed-18c8fe74750f,"Budapest, Hungarian Museum of Fine Arts 51.39",italy_south,campania,red-figure,hydria,NA,NA,NA,-360,-300,60,NA,NA,NA,NA
1013593,http://www.beazley.ox.ac.uk/record/55c30c53-9194-49ad-a820-19a2c01713fc,"Budapest, Hungarian Museum of Fine Arts 51.89 ",italy_south,campania,red-figure,hydria,NA,NA,NA,-360,-300,60,NA,NA,NA,NA
1013594,http://www.beazley.ox.ac.uk/record/9c80dd89-2fdb-42f9-ace9-6dacf1c15cc1,"Budapest, Hungarian Museum of Fine Arts T654 ",italy_south,campania,red-figure,hydria,NA,NA,NA,-360,-300,60,NA,NA,NA,NA
1013595,http://www.beazley.ox.ac.uk/record/520f6b2a-24ba-4024-a6eb-bf94cd6b1f25,"Budapest, Hungarian Museum of Fine Arts 51.35",italy_south,campania,red-figure,hydria,NA,NA,NA,-360,-300,60,NA,NA,NA,NA
1013596,http://www.beazley.ox.ac.uk/record/fc37e523-cf28-4e70-8b1c-f5b7ea65cfb1,"Budapest, Hungarian Museum of Fine Arts 51.36 ",italy_south,campania,red-figure,hydria,NA,NA,NA,-360,-300,60,NA,NA,NA,NA
1013597,http://www.beazley.ox.ac.uk/record/bab6d0eb-5c63-4a28-959a-ae3f9e621447,"Budapest, Hungarian Museum of Fine Arts 51.40 ",italy_south,campania,red-figure,hydria,NA,NA,NA,-360,-300,60,NA,NA,NA,NA
1013598,http://www.beazley.ox.ac.uk/record/18fc2a44-e8e6-4762-94a5-3017712e9e1e,"Budapest, Hungarian Museum of Fine Arts T763 ",italy_south,campania,red-figure,hydria,NA,NA,NA,-360,-300,60,NA,NA,NA,NA
1013637,http://www.beazley.ox.ac.uk/record/8DE2BA96-7C48-4343-980E-8FD376E317E6,"Copenhagen, National Museum 3793 ",italy_central,etruria,black-figure,amphora_neck,NA,NA,NA,NA,NA,NA,,NA,"italy, orvieto",NA
1013638,http://www.beazley.ox.ac.uk/record/5F890138-CDD2-4145-9196-A41A65873A0B,"Copenhagen, National Museum 4812 ",italy_central,etruria,black-figure,amphora_neck,NA,NA,NA,NA,NA,NA,,NA,"etruria, vulci",NA
1013639,http://www.beazley.ox.ac.uk/record/E107AAB4-C590-4436-9EBB-495B9ED4AC85,"Copenhagen, National Museum 3837 ",italy_central,etruria,black-figure,amphora_neck,NA,NA,NA,NA,NA,NA,,NA,"italy, orvieto",NA
1013663,http://www.beazley.ox.ac.uk/record/b1c3fd78-4f81-4cae-a6f8-fc3a3a6497d7,"Copenhagen, National Museum 298 ",italy_south,campania,black-figure,amphora_neck,NA,NA,NA,NA,NA,NA,,NA,NA,NA
1013664,http://www.beazley.ox.ac.uk/record/6d69dff6-3a53-4a18-943e-3b00a7ef7713,"Copenhagen, National Museum 299 ",italy_south,campania,black-figure,amphora_neck,NA,NA,NA,NA,NA,NA,,NA,NA,NA
1013665,http://www.beazley.ox.ac.uk/record/bd39c6aa-0d23-4e9b-9ac3-6be783ba1aaa,"Copenhagen, National Museum 351 ",italy_south,campania,black-figure,amphora_neck,NA,NA,NA,NA,NA,NA,,NA,NA,NA
1013666,http://www.beazley.ox.ac.uk/record/90cb486c-d50b-428d-8f06-4b2fd8492abf,"Copenhagen, National Museum 352 ",italy_south,campania,black-figure,amphora_neck,NA,NA,NA,NA,NA,NA,,NA,NA,NA
1013667,http://www.beazley.ox.ac.uk/record/171b9cd3-b0d9-42ee-b261-844be14b890c,"Copenhagen, National Museum ",italy_south,campania,black_pattern,amphora_neck,NA,NA,NA,NA,NA,NA,,NA,NA,NA
1013689,http://www.beazley.ox.ac.uk/record/DB078C71-C347-44C7-BFD7-05A9472937BF,"Prague, Charles University 60.16 ",greece_central,athens,geometric,amphora_neck,NA,NA,NA,-900,-700,200,BAPD,NA,NA,NA
1013737,http://www.beazley.ox.ac.uk/record/AFEBB03C-2297-44AE-94B2-0FAF0EE0A2F8,"Prague, National Museum 1654 ",greece_central,athens,geometric,amphora_neck,NA,NA,NA,-900,-700,200,BAPD,NA,NA,NA
1013738,http://www.beazley.ox.ac.uk/record/CD47C61D-F470-44FD-8E1E-3FDD386D2287,"Prague, National Museum 5913 ",greece_central,athens,geometric,amphora_neck,NA,NA,NA,-900,-700,200,BAPD,NA,NA,NA
1013739,http://www.beazley.ox.ac.uk/record/B4C21D1A-C01C-464E-809E-C906C89A8913,"Prague, National Museum 5914 ",greece_central,athens,geometric,amphora_neck,NA,NA,NA,-900,-700,200,BAPD,NA,NA,NA
9001875,http://www.beazley.ox.ac.uk/record/3DBFA353-8844-4EEB-8645-791E0C55CA45,"Toledo (OH), Museum of Art 63.17 ",greece,NA,mycenean,amphora,NA,NA,NA,NA,NA,NA,,NA,NA,NA
9001982,http://www.beazley.ox.ac.uk/record/6690A6FB-4E0E-4B59-926D-673A87560DD2,"Turin, Museo di Antichita 4494 ",italy_south,apulia,red-figure,pelike,NA,NA,NA,-420,-300,120,NA,NA,NA,NA
9001985,http://www.beazley.ox.ac.uk/record/87168AE6-481E-4261-AAAD-11E349DF1FCD,"Turin, Museo di Antichita 4502 ",italy_south,apulia,red-figure,pelike,NA,NA,NA,-420,-300,120,NA,NA,NA,NA
9002016,http://www.beazley.ox.ac.uk/record/77ACFE3B-8809-46AB-9886-C816168612A3,"Turin, Museo di Antichita 4131 ",italy_south,apulia,red-figure,pelike,NA,NA,NA,-420,-300,120,NA,NA,NA,NA
9002017,http://www.beazley.ox.ac.uk/record/4F9519D7-1A1C-4817-A18D-EB74C52DEAC5,"Turin, Museo di Antichita 4497",italy_south,apulia,red-figure,pelike,NA,NA,NA,-420,-300,120,NA,NA,NA,NA
9002018,http://www.beazley.ox.ac.uk/record/22687348-C7FB-4FEB-A4B9-E6AD20135903,"Turin, Museo di Antichita 4511 ",italy_south,apulia,red-figure,pelike,NA,NA,NA,-420,-300,120,NA,NA,NA,NA
9002019,http://www.beazley.ox.ac.uk/record/5B534D49-609B-425E-BAC0-7EE53610B46F,"Turin, Museo di Antichita 4508 ",italy_south,apulia,red-figure,pelike,NA,NA,NA,-420,-300,120,NA,NA,NA,NA
9002020,http://www.beazley.ox.ac.uk/record/169A39C3-B677-4714-BB53-61B42345D3C8,"Turin, Museo di Antichita 4500",italy_south,apulia,red-figure,pelike,NA,NA,NA,-420,-300,120,NA,NA,NA,NA
9002021,http://www.beazley.ox.ac.uk/record/501AB009-6E73-48FF-BB68-7CE085D9EED8,"Turin, Museo di Antichita 4507 ",italy_south,apulia,red-figure,pelike,NA,NA,NA,-420,-300,120,NA,NA,NA,NA
9002022,http://www.beazley.ox.ac.uk/record/D0D233AD-56A1-47B0-8A4E-3BAB3B474A44,"Turin, Museo di Antichita 3651 ",italy_south,apulia,red-figure,pelike,NA,NA,NA,-420,-300,120,NA,NA,NA,NA
9002023,http://www.beazley.ox.ac.uk/record/3CC4E484-0052-4DC5-AFA3-C488B17F0036,"Turin, Museo di Antichita 3663 ",italy_south,apulia,red-figure,pelike,NA,NA,NA,-420,-300,120,NA,NA,NA,NA
9002025,http://www.beazley.ox.ac.uk/record/830E949C-64A9-4DF8-B1E0-F198A18640CD,"Turin, Museo di Antichita 4504 ",italy_south,apulia,red-figure,pelike,NA,NA,NA,-420,-300,120,NA,NA,NA,NA
9002028,http://www.beazley.ox.ac.uk/record/ED14DE93-35CA-4A99-A8A1-3D8C535D02FF,"Turin, Museo di Antichita 4499 ",italy_south,apulia,red-figure,pelike,NA,NA,NA,-420,-300,120,NA,NA,NA,NA
9002029,http://www.beazley.ox.ac.uk/record/BAC87975-A26A-43BF-87DE-37A25EB9D5F0,"Turin, Museo di Antichita 4657 ",italy_south,apulia,red-figure,pelike,NA,NA,NA,-420,-300,120,NA,NA,NA,NA
9002030,http://www.beazley.ox.ac.uk/record/26B2BAE2-9997-4EF1-80B3-B04947D0DB42,"Turin, Museo di Antichita 4493 ",italy_south,apulia,red-figure,pelike,NA,NA,NA,-420,-300,120,NA,NA,NA,NA
9002031,http://www.beazley.ox.ac.uk/record/8C12C607-A777-4D7A-AD07-7B44D82FC8CD,"Turin, Museo di Antichita 4129 ",italy_south,apulia,red-figure,pelike,NA,NA,NA,-420,-300,120,NA,NA,NA,NA
9002032,http://www.beazley.ox.ac.uk/record/81D9F20A-BE92-4CB1-8F74-5F2B6D44D430,"Turin, Museo di Antichita 4149",italy_south,apulia,red-figure,pelike,NA,NA,NA,-420,-300,120,NA,NA,NA,NA
9002042,http://www.beazley.ox.ac.uk/record/27CE813E-950B-4E5F-9A31-3C660993DE14,"Turin, Museo di Antichita 4710 ",italy_south,apulia,red-figure,amphora,NA,NA,NA,-420,-300,120,NA,NA,NA,NA
9002077,http://www.beazley.ox.ac.uk/record/DAF492F3-48FC-4104-B2F7-63F08325F06D,"Turin, Museo di Antichita 4501 ",italy_south,apulia,red-figure,pelike,NA,NA,NA,-420,-300,120,NA,NA,NA,NA
9002079,http://www.beazley.ox.ac.uk/record/3A299AFC-73BA-4C49-B83A-D994FBC6ACBE,"Turin, Museo di Antichita 5406 ",italy_south,apulia,red-figure,pelike,NA,NA,NA,-420,-300,120,NA,NA,NA,NA
9002086,http://www.beazley.ox.ac.uk/record/ef7b1ac1-7aa9-42ac-80fc-684cfe26cec6,"Turin, Museo di Antichita 4707 ",italy_south,campania,red-figure,amphora_bail,NA,NA,NA,-360,-300,60,NA,NA,NA,NA
9002096,http://www.beazley.ox.ac.uk/record/698a388a-73d9-4145-abad-84cfe84e07a6,"Turin, Museo di Antichita 4709 ",italy_south,campania,red-figure,amphora_bail,NA,NA,NA,-360,-300,60,NA,NA,NA,NA
9002103,http://www.beazley.ox.ac.uk/record/E1C9E6DF-4C0D-4BAD-9EF7-83087D2103F6,"Turin, Museo di Antichita 4697 ",italy_south,lucania,red-figure,amphora_panathenaic,NA,NA,NA,-440,-300,140,NA,NA,NA,NA
9002104,http://www.beazley.ox.ac.uk/record/9D250A8D-BC13-4BE2-94E9-4B643CDFEC36,"Turin, Museo di Antichita 4675 ",italy_south,lucania,red-figure,amphora_panathenaic,NA,NA,NA,-440,-300,140,NA,NA,NA,NA
9002105,http://www.beazley.ox.ac.uk/record/8A6FC52C-97DD-4B0E-9042-0AC0BB1E2FE5,"Turin, Museo di Antichita 4150 ",italy_south,lucania,red-figure,nestoris,NA,NA,NA,-440,-300,140,NA,NA,NA,NA
9002113,http://www.beazley.ox.ac.uk/record/0B12283D-2E31-4F6D-861F-25AF5F94664D,"Turin, Museo di Antichita 4128 ",italy_south,lucania,red-figure,nestoris,NA,NA,NA,-440,-300,140,NA,NA,NA,NA
9002114,http://www.beazley.ox.ac.uk/record/4745005E-CCC1-44A1-8FE0-27E86B38CFFF,"Turin, Museo di Antichita 5370 ",italy_south,lucania,red-figure,amphora_panathenaic,NA,NA,NA,-440,-300,140,NA,NA,NA,NA
9002118,http://www.beazley.ox.ac.uk/record/8FE6C32E-5863-409B-BD33-57BF32DB8EDE,"Turin, Museo di Antichita 4503 ",italy_south,lucania,red-figure,pelike,NA,NA,NA,-440,-300,140,NA,NA,NA,NA
9002119,http://www.beazley.ox.ac.uk/record/B3E428B8-BB1B-4C83-A670-BAC68FBC713E,"Turin, Museo di Antichita 4482 ",italy_south,lucania,red-figure,amphora_panathenaic,NA,NA,NA,-440,-300,140,NA,NA,NA,NA
9002123,http://www.beazley.ox.ac.uk/record/F43EA92F-8471-4081-803E-B80ACC4228FF,"Turin, Museo di Antichita 4676 ",italy_south,lucania,red-figure,amphora_panathenaic,NA,NA,NA,-440,-300,140,NA,NA,NA,NA
9002124,http://www.beazley.ox.ac.uk/record/C1FE3344-335A-4113-8E09-F950738D04D7,"Turin, Museo di Antichita 4677 ",italy_south,lucania,red-figure,amphora_panathenaic,NA,NA,NA,-440,-300,140,NA,NA,NA,NA
9002125,http://www.beazley.ox.ac.uk/record/5497FE90-F77E-47F4-A33E-0684D2CAC00F,"Turin, Museo di Antichita 4730 ",italy_south,lucania,red-figure,amphora_panathenaic,NA,NA,NA,-440,-300,140,NA,NA,NA,NA
9002126,http://www.beazley.ox.ac.uk/record/B3220FFE-990F-4D14-B072-E9959BF2EA31,"Turin, Museo di Antichita 4711 ",italy_south,lucania,red-figure,pelike,NA,NA,NA,-440,-300,140,NA,NA,NA,NA
9002128,http://www.beazley.ox.ac.uk/record/163EC18B-1CB4-4D45-A48C-47598751310A,"Turin, Museo di Antichita 4496 ",italy_south,lucania,red-figure,pelike,NA,NA,NA,-440,-300,140,NA,NA,NA,NA
9002139,http://www.beazley.ox.ac.uk/record/E2445D83-D4E4-43B5-9BC1-317ABBC55ACF,"Rome, Mus. Naz. Etrusco di Villa Giulia 5200",italy_central,etruria,black-figure,amphora,NA,NA,NA,NA,NA,NA,,NA,NA,NA
9002157,http://www.beazley.ox.ac.uk/record/CB14B29A-B3C3-47EF-8A28-435082BB4B75,"Rome, Mus. Naz. Etrusco di Villa Giulia 15689  Rome, Mus. Naz. Etrusco di Villa Giulia 15609",italy_south,apulia,red-figure,amphora_panathenaic,NA,NA,NA,-420,-300,120,NA,NA,NA,NA
9002158,http://www.beazley.ox.ac.uk/record/9B320667-33E7-464C-8B2B-5F315928F323,"Rome, Mus. Naz. Etrusco di Villa Giulia 15690 ",italy_south,apulia,red-figure,amphora_panathenaic,NA,NA,NA,-420,-300,120,NA,NA,NA,NA
9002160,http://www.beazley.ox.ac.uk/record/501a2e09-168e-4cd2-9f4b-f12469184137,"Rome, Mus. Naz. Etrusco di Villa Giulia 22593 ",italy_south,campania,red-figure,hydria,NA,NA,NA,-360,-300,60,NA,NA,NA,NA
9002161,http://www.beazley.ox.ac.uk/record/79898aef-9433-49fd-8690-eed0453d1919,"Rome, Mus. Naz. Etrusco di Villa Giulia 22592",italy_south,campania,red-figure,amphora_neck,NA,NA,NA,-360,-300,60,NA,NA,NA,NA
9002206,http://www.beazley.ox.ac.uk/record/8AF5FF26-A1BC-45F2-B9CE-49C1DA1A0FD2,"Lecce, Mus. Prov. Sigismaondo Castromediano 571",italy_south,apulia,red-figure,amphora_neck,NA,NA,NA,-420,-300,120,NA,NA,NA,NA
9002218,http://www.beazley.ox.ac.uk/record/46561E5E-D9F7-4250-A0EA-0F0998D8D647,"Lecce, Mus. Prov. Sigismaondo Castromediano 625 ",italy_south,NA,black_painted_gnathian,nestoris,NA,NA,NA,-360,-270,90,NA,NA,NA,NA
9002219,http://www.beazley.ox.ac.uk/record/5F298F5C-85EC-4396-8989-8135DA4B6EDA,"Lecce, Mus. Prov. Sigismaondo Castromediano 430 ",italy_south,NA,black_painted_gnathian,nestoris,NA,NA,NA,-360,-270,90,NA,NA,NA,NA
9002220,http://www.beazley.ox.ac.uk/record/DA492FAB-A6B9-48B8-9566-F1AAFD3ABB99,"Lecce, Mus. Prov. Sigismaondo Castromediano 434 ",italy_south,NA,black_painted_gnathian,nestoris,NA,NA,NA,-360,-270,90,NA,NA,NA,NA
9002221,http://www.beazley.ox.ac.uk/record/58783A97-7FF7-4AA7-9249-6BE49C0D58F2,"Lecce, Mus. Prov. Sigismaondo Castromediano 432 ",italy_south,NA,black_painted_gnathian,nestoris,NA,NA,NA,-360,-270,90,NA,NA,NA,NA
9002223,http://www.beazley.ox.ac.uk/record/E55A95A7-62C5-4E52-8EE7-9FD08A535CB7,"Lecce, Mus. Prov. Sigismaondo Castromediano 433 ",italy_south,NA,black_painted_gnathian,nestoris,NA,NA,NA,-360,-270,90,NA,NA,NA,NA
9002224,http://www.beazley.ox.ac.uk/record/94A4CF08-84C6-4791-8285-BF10BC4B4ADC,"Lecce, Mus. Prov. Sigismaondo Castromediano 435 ",italy_south,NA,black_painted_gnathian,nestoris,NA,NA,NA,-360,-270,90,NA,NA,NA,NA
